date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2020-02-26 03:00:00,31,23,0.0,8.8,7,15,08:14 AM,08:30 PM,06:29 AM,06:17 PM,22,25,25,23,26,43,94,0.0,1009,23,10,176,15,nellore
2020-02-26 06:00:00,31,23,0.0,8.8,7,15,08:14 AM,08:30 PM,06:29 AM,06:17 PM,21,26,26,24,21,67,89,0.0,1011,24,10,182,13,nellore
2020-02-26 09:00:00,31,23,0.0,8.8,7,15,08:14 AM,08:30 PM,06:29 AM,06:17 PM,21,30,30,28,17,79,67,0.1,1013,28,10,181,15,nellore
2020-02-26 12:00:00,31,23,0.0,8.8,7,15,08:14 AM,08:30 PM,06:29 AM,06:17 PM,20,33,33,31,19,61,52,0.1,1012,31,9,156,16,nellore
2020-02-26 15:00:00,31,23,0.0,8.8,7,15,08:14 AM,08:30 PM,06:29 AM,06:17 PM,20,33,33,31,24,14,54,0.0,1010,31,10,119,20,nellore
2020-02-26 18:00:00,31,23,0.0,8.8,7,15,08:14 AM,08:30 PM,06:29 AM,06:17 PM,21,30,30,27,26,3,69,0.0,1011,27,10,111,18,nellore
2020-02-26 21:00:00,31,23,0.0,8.8,7,15,08:14 AM,08:30 PM,06:29 AM,06:17 PM,22,28,28,25,26,2,83,0.0,1013,25,10,113,15,nellore
2020-02-27 00:00:00,31,23,0.0,11.6,7,23,08:50 AM,09:16 PM,06:28 AM,06:17 PM,22,27,27,25,26,9,88,0.0,1012,25,10,136,15,nellore
2020-02-27 03:00:00,31,23,0.0,11.6,7,23,08:50 AM,09:16 PM,06:28 AM,06:17 PM,22,26,26,23,19,31,93,0.0,1011,23,7,174,10,nellore
2020-02-27 06:00:00,31,23,0.0,11.6,7,23,08:50 AM,09:16 PM,06:28 AM,06:17 PM,22,26,26,24,16,67,88,0.0,1012,24,5,192,11,nellore
2020-02-27 09:00:00,31,23,0.0,11.6,7,23,08:50 AM,09:16 PM,06:28 AM,06:17 PM,21,30,30,28,18,52,67,0.0,1014,28,10,154,15,nellore
2020-02-27 12:00:00,31,23,0.0,11.6,7,23,08:50 AM,09:16 PM,06:28 AM,06:17 PM,20,33,33,31,21,8,53,0.0,1012,31,10,122,18,nellore
2020-02-27 15:00:00,31,23,0.0,11.6,7,23,08:50 AM,09:16 PM,06:28 AM,06:17 PM,20,32,32,30,24,3,55,0.0,1010,30,10,108,20,nellore
2020-02-27 18:00:00,31,23,0.0,11.6,7,23,08:50 AM,09:16 PM,06:28 AM,06:17 PM,21,29,29,27,25,3,70,0.0,1011,27,10,108,17,nellore
2020-02-27 21:00:00,31,23,0.0,11.6,7,23,08:50 AM,09:16 PM,06:28 AM,06:17 PM,21,26,26,24,23,4,81,0.0,1013,24,10,131,12,nellore
2020-02-28 00:00:00,31,22,0.0,11.6,7,30,09:26 AM,10:02 PM,06:28 AM,06:18 PM,21,25,25,23,21,6,87,0.0,1012,23,10,167,11,nellore
2020-02-28 03:00:00,31,22,0.0,11.6,7,30,09:26 AM,10:02 PM,06:28 AM,06:18 PM,21,25,25,22,21,8,92,0.0,1010,22,10,182,10,nellore
2020-02-28 06:00:00,31,22,0.0,11.6,7,30,09:26 AM,10:02 PM,06:28 AM,06:18 PM,20,26,26,23,18,15,86,0.0,1011,23,10,177,11,nellore
2020-02-28 09:00:00,31,22,0.0,11.6,7,30,09:26 AM,10:02 PM,06:28 AM,06:18 PM,20,30,30,28,16,18,63,0.0,1013,28,10,155,14,nellore
2020-02-28 12:00:00,31,22,0.0,11.6,7,30,09:26 AM,10:02 PM,06:28 AM,06:18 PM,18,33,33,31,21,7,45,0.0,1011,31,10,122,18,nellore
2020-02-28 15:00:00,31,22,0.0,11.6,7,30,09:26 AM,10:02 PM,06:28 AM,06:18 PM,18,32,32,30,24,7,50,0.0,1009,30,10,117,20,nellore
2020-02-28 18:00:00,31,22,0.0,11.6,7,30,09:26 AM,10:02 PM,06:28 AM,06:18 PM,20,28,28,27,23,7,67,0.0,1009,27,10,121,16,nellore
2020-02-28 21:00:00,31,22,0.0,11.6,7,30,09:26 AM,10:02 PM,06:28 AM,06:18 PM,20,26,26,24,21,6,79,0.0,1011,24,10,139,12,nellore
2020-02-29 00:00:00,31,23,0.0,10.2,6,38,10:03 AM,10:49 PM,06:27 AM,06:18 PM,21,25,25,23,20,31,85,0.0,1011,23,10,135,11,nellore
2020-02-29 03:00:00,31,23,0.0,10.2,6,38,10:03 AM,10:49 PM,06:27 AM,06:18 PM,21,25,25,23,13,79,89,0.0,1010,23,10,170,7,nellore
2020-02-29 06:00:00,31,23,0.0,10.2,6,38,10:03 AM,10:49 PM,06:27 AM,06:18 PM,21,26,26,24,10,72,83,0.1,1011,24,10,209,6,nellore
2020-02-29 09:00:00,31,23,0.0,10.2,6,38,10:03 AM,10:49 PM,06:27 AM,06:18 PM,20,30,30,28,13,72,65,0.1,1013,28,10,164,12,nellore
2020-02-29 12:00:00,31,23,0.0,10.2,6,38,10:03 AM,10:49 PM,06:27 AM,06:18 PM,19,33,33,31,22,52,51,0.1,1012,31,10,115,19,nellore
2020-02-29 15:00:00,31,23,0.0,10.2,6,38,10:03 AM,10:49 PM,06:27 AM,06:18 PM,20,31,31,29,24,5,57,0.0,1009,29,10,102,21,nellore
2020-02-29 18:00:00,31,23,0.0,10.2,6,38,10:03 AM,10:49 PM,06:27 AM,06:18 PM,20,28,28,26,26,7,72,0.0,1010,26,10,105,19,nellore
2020-02-29 21:00:00,31,23,0.0,10.2,6,38,10:03 AM,10:49 PM,06:27 AM,06:18 PM,20,26,26,24,23,3,80,0.0,1012,24,10,130,13,nellore
2020-03-01 00:00:00,31,22,0.0,11.6,7,44,10:42 AM,11:39 PM,06:26 AM,06:18 PM,19,25,25,23,22,5,79,0.0,1012,23,10,157,12,nellore
2020-03-01 03:00:00,31,22,0.0,11.6,7,44,10:42 AM,11:39 PM,06:26 AM,06:18 PM,19,25,25,22,20,5,84,0.0,1011,22,10,185,11,nellore
2020-03-01 06:00:00,31,22,0.0,11.6,7,44,10:42 AM,11:39 PM,06:26 AM,06:18 PM,19,25,25,23,16,3,80,0.0,1012,23,10,187,10,nellore
2020-03-01 09:00:00,31,22,0.0,11.6,7,44,10:42 AM,11:39 PM,06:26 AM,06:18 PM,18,29,29,28,15,3,59,0.0,1014,28,10,152,14,nellore
2020-03-01 12:00:00,31,22,0.0,11.6,7,44,10:42 AM,11:39 PM,06:26 AM,06:18 PM,17,32,32,31,19,3,44,0.0,1012,31,10,107,17,nellore
2020-03-01 15:00:00,31,22,0.0,11.6,7,44,10:42 AM,11:39 PM,06:26 AM,06:18 PM,17,31,31,30,22,3,48,0.0,1010,30,10,102,18,nellore
2020-03-01 18:00:00,31,22,0.0,11.6,7,44,10:42 AM,11:39 PM,06:26 AM,06:18 PM,18,28,28,26,23,1,61,0.0,1010,26,10,112,16,nellore
2020-03-01 21:00:00,31,22,0.0,11.6,7,44,10:42 AM,11:39 PM,06:26 AM,06:18 PM,18,25,25,24,24,0,73,0.0,1012,24,10,141,12,nellore
2020-03-02 00:00:00,31,21,0.0,11.6,7,51,11:25 AM,No moonset,06:26 AM,06:18 PM,19,25,25,23,23,1,82,0.0,1012,23,10,166,12,nellore
2020-03-02 03:00:00,31,21,0.0,11.6,7,51,11:25 AM,No moonset,06:26 AM,06:18 PM,19,21,23,21,19,2,87,0.0,1010,21,10,186,10,nellore
2020-03-02 06:00:00,31,21,0.0,11.6,7,51,11:25 AM,No moonset,06:26 AM,06:18 PM,19,23,23,22,15,4,82,0.0,1012,22,10,189,9,nellore
2020-03-02 09:00:00,31,21,0.0,11.6,7,51,11:25 AM,No moonset,06:26 AM,06:18 PM,18,29,29,27,13,7,58,0.0,1014,27,10,164,11,nellore
2020-03-02 12:00:00,31,21,0.0,11.6,7,51,11:25 AM,No moonset,06:26 AM,06:18 PM,17,32,32,31,16,5,43,0.0,1012,31,10,106,14,nellore
2020-03-02 15:00:00,31,21,0.0,11.6,7,51,11:25 AM,No moonset,06:26 AM,06:18 PM,18,31,31,30,22,4,48,0.0,1010,30,10,96,18,nellore
2020-03-02 18:00:00,31,21,0.0,11.6,7,51,11:25 AM,No moonset,06:26 AM,06:18 PM,19,28,28,27,24,5,61,0.0,1010,27,10,106,17,nellore
2020-03-02 21:00:00,31,21,0.0,11.6,7,51,11:25 AM,No moonset,06:26 AM,06:18 PM,19,26,26,24,27,8,73,0.0,1012,24,10,132,15,nellore
2020-03-03 00:00:00,33,22,0.0,11.6,7,58,12:11 PM,12:31 AM,06:25 AM,06:18 PM,20,25,25,23,19,4,81,0.0,1012,23,10,182,10,nellore
2020-03-03 03:00:00,33,22,0.0,11.6,7,58,12:11 PM,12:31 AM,06:25 AM,06:18 PM,19,22,24,22,19,4,85,0.0,1010,22,10,192,10,nellore
2020-03-03 06:00:00,33,22,0.0,11.6,7,58,12:11 PM,12:31 AM,06:25 AM,06:18 PM,19,25,25,23,20,5,77,0.0,1012,23,10,175,12,nellore
2020-03-03 09:00:00,33,22,0.0,11.6,7,58,12:11 PM,12:31 AM,06:25 AM,06:18 PM,18,30,30,29,18,4,53,0.0,1013,29,10,175,16,nellore
2020-03-03 12:00:00,33,22,0.0,11.6,7,58,12:11 PM,12:31 AM,06:25 AM,06:18 PM,17,34,34,33,18,5,38,0.0,1011,33,10,140,16,nellore
2020-03-03 15:00:00,33,22,0.0,11.6,7,58,12:11 PM,12:31 AM,06:25 AM,06:18 PM,17,33,33,32,23,5,42,0.0,1009,32,10,102,19,nellore
2020-03-03 18:00:00,33,22,0.0,11.6,7,58,12:11 PM,12:31 AM,06:25 AM,06:18 PM,19,29,29,28,30,5,59,0.0,1009,28,10,99,21,nellore
2020-03-03 21:00:00,33,22,0.0,11.6,7,58,12:11 PM,12:31 AM,06:25 AM,06:18 PM,20,27,27,25,30,6,72,0.0,1011,25,10,129,17,nellore
2020-03-04 00:00:00,33,23,0.0,11.6,7,65,01:03 PM,01:26 AM,06:25 AM,06:19 PM,20,26,26,24,25,8,80,0.0,1010,24,10,183,13,nellore
2020-03-04 03:00:00,33,23,0.0,11.6,7,65,01:03 PM,01:26 AM,06:25 AM,06:19 PM,19,25,25,23,27,13,82,0.0,1009,23,10,184,14,nellore
2020-03-04 06:00:00,33,23,0.0,11.6,7,65,01:03 PM,01:26 AM,06:25 AM,06:19 PM,19,26,26,24,25,15,74,0.0,1011,24,10,181,15,nellore
2020-03-04 09:00:00,33,23,0.0,11.6,7,65,01:03 PM,01:26 AM,06:25 AM,06:19 PM,17,29,29,28,15,21,53,0.0,1013,28,10,191,12,nellore
2020-03-04 12:00:00,33,23,0.0,11.6,7,65,01:03 PM,01:26 AM,06:25 AM,06:19 PM,16,34,34,33,14,15,37,0.0,1011,33,10,161,12,nellore
2020-03-04 15:00:00,33,23,0.0,11.6,7,65,01:03 PM,01:26 AM,06:25 AM,06:19 PM,19,34,34,32,28,8,47,0.0,1008,32,10,106,23,nellore
2020-03-04 18:00:00,33,23,0.0,11.6,7,65,01:03 PM,01:26 AM,06:25 AM,06:19 PM,20,29,29,28,29,6,62,0.0,1008,28,10,121,21,nellore
2020-03-04 21:00:00,33,23,0.0,11.6,7,65,01:03 PM,01:26 AM,06:25 AM,06:19 PM,20,27,27,25,23,8,73,0.0,1010,25,10,152,13,nellore
2020-03-05 00:00:00,33,23,0.0,11.6,7,73,01:59 PM,02:22 AM,06:24 AM,06:19 PM,20,26,26,24,20,11,78,0.0,1010,24,10,166,10,nellore
2020-03-05 03:00:00,33,23,0.0,11.6,7,73,01:59 PM,02:22 AM,06:24 AM,06:19 PM,19,25,25,23,22,6,81,0.0,1008,23,10,172,12,nellore
2020-03-05 06:00:00,33,23,0.0,11.6,7,73,01:59 PM,02:22 AM,06:24 AM,06:19 PM,19,26,26,24,25,7,75,0.0,1010,24,10,178,15,nellore
2020-03-05 09:00:00,33,23,0.0,11.6,7,73,01:59 PM,02:22 AM,06:24 AM,06:19 PM,18,31,31,29,24,9,53,0.0,1012,29,10,175,21,nellore
2020-03-05 12:00:00,33,23,0.0,11.6,7,73,01:59 PM,02:22 AM,06:24 AM,06:19 PM,18,35,35,33,26,13,40,0.0,1010,33,10,156,22,nellore
2020-03-05 15:00:00,33,23,0.0,11.6,7,73,01:59 PM,02:22 AM,06:24 AM,06:19 PM,20,34,34,32,33,20,50,0.0,1008,32,10,134,27,nellore
2020-03-05 18:00:00,33,23,0.0,11.6,7,73,01:59 PM,02:22 AM,06:24 AM,06:19 PM,21,30,30,28,37,14,68,0.0,1008,28,10,140,27,nellore
2020-03-05 21:00:00,33,23,0.0,11.6,7,73,01:59 PM,02:22 AM,06:24 AM,06:19 PM,22,28,28,26,37,10,77,0.0,1010,26,10,150,23,nellore
2020-03-06 00:00:00,32,24,0.0,11.6,7,80,02:59 PM,03:20 AM,06:23 AM,06:19 PM,22,27,27,25,33,13,83,0.0,1010,25,10,162,21,nellore
2020-03-06 03:00:00,32,24,0.0,11.6,7,80,02:59 PM,03:20 AM,06:23 AM,06:19 PM,22,26,26,24,29,17,86,0.0,1009,24,10,173,18,nellore
2020-03-06 06:00:00,32,24,0.0,11.6,7,80,02:59 PM,03:20 AM,06:23 AM,06:19 PM,21,27,27,25,23,31,80,0.0,1010,25,10,182,15,nellore
2020-03-06 09:00:00,32,24,0.0,11.6,7,80,02:59 PM,03:20 AM,06:23 AM,06:19 PM,20,31,31,29,22,40,59,0.0,1012,29,10,175,19,nellore
2020-03-06 12:00:00,32,24,0.0,11.6,7,80,02:59 PM,03:20 AM,06:23 AM,06:19 PM,19,35,35,32,25,39,46,0.0,1011,32,10,152,22,nellore
2020-03-06 15:00:00,32,24,0.0,11.6,7,80,02:59 PM,03:20 AM,06:23 AM,06:19 PM,21,33,33,31,36,22,57,0.0,1008,31,10,130,30,nellore
2020-03-06 18:00:00,32,24,0.0,11.6,7,80,02:59 PM,03:20 AM,06:23 AM,06:19 PM,22,30,30,27,37,10,71,0.0,1009,27,10,137,27,nellore
2020-03-06 21:00:00,32,24,0.0,11.6,7,80,02:59 PM,03:20 AM,06:23 AM,06:19 PM,22,28,28,26,29,21,79,0.0,1011,26,10,148,18,nellore
2020-03-07 00:00:00,28,24,0.0,10.2,7,87,04:02 PM,04:16 AM,06:23 AM,06:19 PM,22,28,28,25,32,71,84,0.5,1011,25,9,161,20,nellore
2020-03-07 03:00:00,28,24,0.0,10.2,7,87,04:02 PM,04:16 AM,06:23 AM,06:19 PM,22,27,27,24,24,55,89,0.0,1010,24,10,166,15,nellore
2020-03-07 06:00:00,28,24,0.0,10.2,7,87,04:02 PM,04:16 AM,06:23 AM,06:19 PM,22,27,27,25,26,68,85,0.1,1011,25,10,167,17,nellore
2020-03-07 09:00:00,28,24,0.0,10.2,7,87,04:02 PM,04:16 AM,06:23 AM,06:19 PM,22,29,29,27,32,82,72,0.1,1014,27,10,165,24,nellore
2020-03-07 12:00:00,28,24,0.0,10.2,7,87,04:02 PM,04:16 AM,06:23 AM,06:19 PM,22,31,31,28,26,55,66,0.1,1012,28,10,160,20,nellore
2020-03-07 15:00:00,28,24,0.0,10.2,7,87,04:02 PM,04:16 AM,06:23 AM,06:19 PM,22,31,31,28,26,9,68,0.0,1010,28,10,134,20,nellore
2020-03-07 18:00:00,28,24,0.0,10.2,7,87,04:02 PM,04:16 AM,06:23 AM,06:19 PM,22,30,30,27,28,31,75,0.0,1011,27,10,138,21,nellore
2020-03-07 21:00:00,28,24,0.0,10.2,7,87,04:02 PM,04:16 AM,06:23 AM,06:19 PM,22,28,28,26,27,83,80,0.1,1013,26,10,153,18,nellore
2020-03-08 00:00:00,32,23,0.0,11.6,7,95,05:05 PM,05:10 AM,06:22 AM,06:19 PM,22,26,26,24,25,11,91,0.0,1012,24,10,157,14,nellore
2020-03-08 03:00:00,32,23,0.0,11.6,7,95,05:05 PM,05:10 AM,06:22 AM,06:19 PM,21,25,25,23,24,20,92,0.0,1011,23,7,170,13,nellore
2020-03-08 06:00:00,32,23,0.0,11.6,7,95,05:05 PM,05:10 AM,06:22 AM,06:19 PM,21,26,26,23,21,27,87,0.0,1012,23,5,177,14,nellore
2020-03-08 09:00:00,32,23,0.0,11.6,7,95,05:05 PM,05:10 AM,06:22 AM,06:19 PM,20,30,30,28,21,14,61,0.0,1014,28,10,160,18,nellore
2020-03-08 12:00:00,32,23,0.0,11.6,7,95,05:05 PM,05:10 AM,06:22 AM,06:19 PM,18,33,33,32,23,3,44,0.0,1012,32,10,135,20,nellore
2020-03-08 15:00:00,32,23,0.0,11.6,7,95,05:05 PM,05:10 AM,06:22 AM,06:19 PM,20,33,33,30,28,0,56,0.0,1010,30,10,121,23,nellore
2020-03-08 18:00:00,32,23,0.0,11.6,7,95,05:05 PM,05:10 AM,06:22 AM,06:19 PM,21,29,29,27,27,0,73,0.0,1010,27,10,129,19,nellore
2020-03-08 21:00:00,32,23,0.0,11.6,7,95,05:05 PM,05:10 AM,06:22 AM,06:19 PM,22,27,27,25,22,0,84,0.0,1012,25,10,150,13,nellore
2020-03-09 00:00:00,33,22,0.0,11.6,7,100,06:07 PM,06:02 AM,06:21 AM,06:19 PM,21,26,26,23,23,3,87,0.0,1010,23,10,159,12,nellore
2020-03-09 03:00:00,33,22,0.0,11.6,7,100,06:07 PM,06:02 AM,06:21 AM,06:19 PM,21,25,25,22,23,10,91,0.0,1009,22,10,170,12,nellore
2020-03-09 06:00:00,33,22,0.0,11.6,7,100,06:07 PM,06:02 AM,06:21 AM,06:19 PM,21,26,26,23,22,11,85,0.0,1010,23,10,176,14,nellore
2020-03-09 09:00:00,33,22,0.0,11.6,7,100,06:07 PM,06:02 AM,06:21 AM,06:19 PM,19,31,31,29,22,5,58,0.0,1012,29,10,174,19,nellore
2020-03-09 12:00:00,33,22,0.0,11.6,7,100,06:07 PM,06:02 AM,06:21 AM,06:19 PM,17,35,35,33,22,3,39,0.0,1010,33,10,154,19,nellore
2020-03-09 15:00:00,33,22,0.0,11.6,7,100,06:07 PM,06:02 AM,06:21 AM,06:19 PM,20,34,34,31,29,2,52,0.0,1008,31,10,119,24,nellore
2020-03-09 18:00:00,33,22,0.0,11.6,7,100,06:07 PM,06:02 AM,06:21 AM,06:19 PM,22,30,30,27,29,0,74,0.0,1008,27,10,132,21,nellore
2020-03-09 21:00:00,33,22,0.0,11.6,7,100,06:07 PM,06:02 AM,06:21 AM,06:19 PM,22,27,27,25,24,1,85,0.0,1010,25,10,155,14,nellore
2020-03-10 00:00:00,32,23,0.0,11.6,7,100,07:09 PM,06:51 AM,06:21 AM,06:20 PM,21,26,26,24,20,20,86,0.0,1011,24,10,161,11,nellore
2020-03-10 03:00:00,32,23,0.0,11.6,7,100,07:09 PM,06:51 AM,06:21 AM,06:20 PM,21,25,25,23,21,21,91,0.0,1010,23,10,176,12,nellore
2020-03-10 06:00:00,32,23,0.0,11.6,7,100,07:09 PM,06:51 AM,06:21 AM,06:20 PM,21,26,26,24,21,26,86,0.0,1011,24,10,171,14,nellore
2020-03-10 09:00:00,32,23,0.0,11.6,7,100,07:09 PM,06:51 AM,06:21 AM,06:20 PM,20,31,31,29,22,26,61,0.0,1013,29,10,159,19,nellore
2020-03-10 12:00:00,32,23,0.0,11.6,7,100,07:09 PM,06:51 AM,06:21 AM,06:20 PM,18,34,34,32,25,4,43,0.0,1011,32,10,138,22,nellore
2020-03-10 15:00:00,32,23,0.0,11.6,7,100,07:09 PM,06:51 AM,06:21 AM,06:20 PM,20,33,33,30,30,3,54,0.0,1009,30,10,125,25,nellore
2020-03-10 18:00:00,32,23,0.0,11.6,7,100,07:09 PM,06:51 AM,06:21 AM,06:20 PM,21,29,29,27,28,3,68,0.0,1009,27,10,130,21,nellore
2020-03-10 21:00:00,32,23,0.0,11.6,7,100,07:09 PM,06:51 AM,06:21 AM,06:20 PM,21,27,27,25,25,5,78,0.0,1011,25,10,143,15,nellore
2020-03-11 00:00:00,33,23,0.0,11.6,7,84,08:09 PM,07:39 AM,06:20 AM,06:20 PM,21,26,26,24,27,7,81,0.0,1011,24,10,154,15,nellore
2020-03-11 03:00:00,33,23,0.0,11.6,7,84,08:09 PM,07:39 AM,06:20 AM,06:20 PM,21,26,26,23,23,12,85,0.0,1009,23,10,171,13,nellore
2020-03-11 06:00:00,33,23,0.0,11.6,7,84,08:09 PM,07:39 AM,06:20 AM,06:20 PM,21,26,26,24,21,18,81,0.0,1011,24,10,185,14,nellore
2020-03-11 09:00:00,33,23,0.0,11.6,7,84,08:09 PM,07:39 AM,06:20 AM,06:20 PM,19,31,31,29,22,19,58,0.0,1013,29,10,172,19,nellore
2020-03-11 12:00:00,33,23,0.0,11.6,7,84,08:09 PM,07:39 AM,06:20 AM,06:20 PM,18,35,35,33,24,13,42,0.0,1011,33,10,150,21,nellore
2020-03-11 15:00:00,33,23,0.0,11.6,7,84,08:09 PM,07:39 AM,06:20 AM,06:20 PM,20,34,34,32,28,14,52,0.0,1009,32,10,130,24,nellore
2020-03-11 18:00:00,33,23,0.0,11.6,7,84,08:09 PM,07:39 AM,06:20 AM,06:20 PM,22,30,30,28,30,10,71,0.0,1010,28,10,133,23,nellore
2020-03-11 21:00:00,33,23,0.0,11.6,7,84,08:09 PM,07:39 AM,06:20 AM,06:20 PM,22,29,29,26,29,8,79,0.0,1012,26,10,146,19,nellore
